(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
177,am-2021,Wheel Hardware Kit 11: Hub Mount to Pneumatic W...,Fastener kit for assembling AndyMark hubs to Pneumatic Wheels.Weight: 0.13 poundsIncluded Hardware: Six - Individual #10-32 x 2.0" long Socket Head Cap Screw :  steel :  zinc plated Six - Individ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hardware-kit-11-hub-mount-to-pneumatic-wheel/am_2021/5bd4979461a10d27d2433362/large_thumb.jpg?c=1540659092,AndyMark/am-2021.jpg,1.7,0.0,0.0,null
178,am-3829,LIDAR Lite 3,The LIDAR-Lite 3 Laser Rangefinder by Garmin is an essential :  powerful :  scalable and economical laser based measurement solution supporting a wide variety of applications (ex. drones :  general robot...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/lidar-lite-3/5bd8b91e61a10d5948a536a1/large_thumb.jpg?c=1540929822,AndyMark/am-3829.jpg,150.0,0.0,0.0,null
179,am-2956,Slick Blue Bumper Material :  161in x 19.5in (+/-...,Slick :  blue nylon bumper material. Each piece is 161 x 19.5 inches :  enough to cover the entire perimeter of your FRC robot. The material is 200 denier nylon oxford cloth. This material is slick in ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/slick-blue-bumper-material-161in-x-19-5in-0-25in/5bd3501c61a10d293f96450a/large_thumb.jpg?c=1540575260,AndyMark/am-2956.jpg,14.0,0.0,0.0,null
180,am-1253,3/8 in. diameter external retaining ring,This retainer clip is used to hold objects (such as gears) in place on shafts. Example: This product can be used to hold a gear onto a PG Series motor shaft.,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-8-in-diameter-external-retaining-ring/am_1253/5bd3e34661a10d27d2433327/large_thumb.jpg?c=1540612934,AndyMark/am-1253.jpg,0.25,0.0,0.0,null
181,am-3430,Battery Beak for FIRST Tech Challenge Batteries,Overview:This version of the Battery Beak is designed with FIRST Tech Challenge teams in mind. When you order this version :  your Battery Beak will arrive configured for the 12V 3Ah NiMH batteries u...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/battery-beak-for-first-tech-challenge-batteries/5bd898f661a10d5915a535c5/large_thumb.jpg?c=1540921590,AndyMark/am-3430.jpg,0.0,0.0,0.0,null
182,am-3284,S25-32 Ninja Star Sprocket,The Ninja Star Sprocket is a series of sprockets aimed at giving FTC more options for moving drive systems and mechanisms. This 25 series sprocket features a 16mm circle of 0.14" holes :  to work wit...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/s25-32-ninja-star-sprocket/5bd3749d61a10d29679643aa/large_thumb.jpg?c=1540584605,AndyMark/am-3284.jpg,8.0,0.0,0.0,null
183,am-3856,SB120 to SB50 Adapter,Six gauge and Anderson SB50 connectors have been around in competition robotics for many years but :  as the demand for higher current systems has increased so must the capabilities of cables.We have...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/sb120-to-sb50-adapter/5bdc4eea61a10d06c843d2dc/large_thumb.jpg?c=1541164778,AndyMark/am-3856.jpg,12.5,0.0,0.0,null
184,am-3775_12T,AndyMark 775 RedLine Motor with 12 Tooth Pinion...,We give you the AndyMark 775 RedLine Motor. A fast and fierce 775-class motor that FRC teams know and love :  capable of delivering immense power in a small :  lightweight package. This ball-bearing su...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/andymark-775-redline-motor-with-12-tooth-pinion-installed/5bd8a9d761a10d5948a53464/large_thumb.jpg?c=1540925911,AndyMark/am-3775_12T.jpg,26.0,0.0,0.0,null
185,am-1365,Spacer :  1/4 in. thick :  1/2 in. Hex Bore [Qty-10],,1,https://andymark-weblinc.netdna-ssl.com/product_images/spacer-1-4-in-thick-1-2-in-hex-bore-qty-10/am_1365/5bd3e34f61a10d27d2433340/large_thumb.jpg?c=1540612943,AndyMark/am-1365.jpg,6.0,0.0,0.0,null
186,am-2946,Gaffers Tape - Red,Description: Gaffers Tape is a strong :  tough :  cotton cloth pressure-sensitive tape with strong adhesive properties. It's much like duct tape but leave no residue. Learn more about it.,1,https://andymark-weblinc.netdna-ssl.com/product_images/gaffers-tape-red/5bd34ea561a10d293f9644c7/large_thumb.jpg?c=1540574885,AndyMark/am-2946.jpg,23.0,0.0,0.0,null
187,am-2871,Collar Clamp :  1/2 Hex Bore :  2 Pc with Flats,,1,https://andymark-weblinc.netdna-ssl.com/product_images/collar-clamp-1-2-hex-bore-2-pc-with-flats/5bd3444f61a10d292c964764/large_thumb.jpg?c=1540572239,AndyMark/am-2871.jpg,8.25,0.0,0.0,null
188,am-3402,24T HTD Pulley :  3/8 in. Hex Bore,Specifications: Flange diameter: 1.654" Outside Diameter: 1.459" Pitch Diameter: 1.504" Width: 0.276" Bore: 0.377" Hex Material: Black Polycarbonate Fits belt types: 5mm pitch HTD timing be...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/24t-htd-pulley-3-8-in-hex-bore/5bd8963161a10d5915a5355a/large_thumb.jpg?c=1540920881,AndyMark/am-3402.jpg,9.0,0.0,0.0,null
189,am-0477,Battery Base Mounting Package,This is a product created by eStop Robotics. The genius of this design is the molded piece that interfaces with features in the 12 volt sealed battery used in competition robotics. The Battery Base...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/battery-base-mounting-package/am_0477/5bd3e30361a10d27d243324c/large_thumb.jpg?c=1540612867,AndyMark/am-0477.jpg,14.0,0.0,0.0,null
190,am-0695,PWM cable :  36 in.,This is a PWM cable :  also known as a "servo extension cable." 22 gauge wire is used in these cables :  and the body of the cable is jacketed with black heat shrink tubing. Notice that these are not 3...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-wire-pwm-cable-36-in/am_0695/5bd3e31261a10d27d2433278/large_thumb.jpg?c=1540612882,AndyMark/am-0695.jpg,3.75,0.0,0.0,null
191,am-2773,Assorted Heat Shrink Tubing Kit :  Black :  127 Pieces,Heat shrink tubing in an assorted sizes. Shrinks at a 2:1 ratio. Included Items: 30 - 2mm x 40mm25 - 2.5mm x 40mm20 - 3.5mm x 40mm20 - 5mm x 40mm16 - 7mm x 80mm8 - 10mm x 80mm8 - 13mm x 85mm,1,https://andymark-weblinc.netdna-ssl.com/product_images/assorted-heat-shrink-tubing-kit-black-127-pieces/5bd3336261a10d292c964410/large_thumb.jpg?c=1540567906,AndyMark/am-2773.jpg,7.75,0.0,0.0,null
192,am-3847,LightDrive 12 - LED Controller,The MACH LightDrive 12 Controller is an extremely powerful LED/Lighting controller packed into a very compact 2x3.5 in. board. Using input from 2 PWM channels or CAN bus :  the user can independently...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/lightdrive-12-led-controller/5bd8b93361a10d5948a536a5/large_thumb.jpg?c=1540929843,AndyMark/am-3847.jpg,45.0,0.0,0.0,null
193,am-2704,Timing Belt :  120 Tooth :  Gates 5mm HTD :  15mm wide,Product Overview: This is a Gates HTD timing belt :  manufacturer part number 600-5M-15 Usage: Axle Locations for AM14U Variations (.pdf)Specifications: Number of Teeth: 120 Pitch L...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-120-tooth-gates-5mm-htd-15mm-wide/am_2704/5bd497ee61a10d27d2433484/large_thumb.jpg?c=1540659182,AndyMark/am-2704.jpg,14.0,0.0,0.0,null
194,am-2840,6 gauge black multistrand wire :  10ft length,This is 6 AWG (gauge) multistrand wire with black jacketing.,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-gauge-black-multistrand-wire-10ft-length/5bd8941a61a10d5915a5350b/large_thumb.jpg?c=1540920346,AndyMark/am-2840.jpg,14.0,0.0,0.0,null
195,am-2841,6 gauge red multistrand wire :  10ft length,This is 6 AWG (gauge) multistrand wire with red jacketing.,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-gauge-red-multistrand-wire-10ft-length/5bd8949861a10d5915a5351d/large_thumb.jpg?c=1540920472,AndyMark/am-2841.jpg,14.0,0.0,0.0,null
196,am-0206,External Klipring for 1/2 in. shaft,A clip for a 1/2 in. shaft.,1,https://andymark-weblinc.netdna-ssl.com/product_images/external-klipring-for-1-2-in-shaft/am_0206/5bd3e2e961a10d27d2433201/large_thumb.jpg?c=1540612841,AndyMark/am-0206.jpg,0.3,0.0,0.0,null
197,am-1042,10-32 Nylock Nut - Bulk Qty,,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-nylock-nut-bulk-qty/am_1042/5bd3e33661a10d27d24332ed/large_thumb.jpg?c=1540612918,AndyMark/am-1042.jpg,0.04,0.0,0.0,null
198,am-0573,3/8 in. id :  1-1/8 od :  flanged ball bearing,,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-8-in-id-1-1-8-od-flanged-ball-bearing/am_0573/5bd3e30a61a10d27d2433263/large_thumb.jpg?c=1540612874,AndyMark/am-0573.jpg,3.0,0.0,0.0,null
199,am-0836,Perforated Polycarbonate Sheet :  1/8 in. thick :  ...,Clear polycarbonate perforated sheet. The design intent of this part is to act as a floor for a mobile robot. The size is chosen so that this piece can be cut down to fit an AndyMark C-Base platfor...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/perforated-polycarbonate-sheet-1-8-in-thick-36-75-in-x26-75-in/am_0836/5bd3e31961a10d27d2433290/large_thumb.jpg?c=1540612889,AndyMark/am-0836.jpg,68.0,0.0,0.0,null
200,am-0982,Polycarbonate sheet :  0.06 in. thick :  24 in.x24 ...,This is a single sheet of 1/16 in. thick polycarbonate (PC) plastic :  cut to a 24x24 in. square. This single sheet of PC will be shipped with the protective covering on both sides of the plastic she...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/polycarbonate-sheet-0-06-in-thick-24-in-x24-in-clear/am_0982/5bd3e32f61a10d27d24332d5/large_thumb.jpg?c=1540612911,AndyMark/am-0982.jpg,12.0,0.0,0.0,null
201,am-1249,4mm x 12mm Machine Key,This 4mm x 12mm machine key is intended to be used with PG Series gearboxes.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4mm-x-12mm-machine-key/am_1249/5bd3e34661a10d27d2433326/large_thumb.jpg?c=1540612934,AndyMark/am-1249.jpg,1.0,0.0,0.0,null
202,am-0420,8 in. Rubber Treaded Wheel,This is a 2010 FIRST Wheel :  provided in the FRC Kit of Parts. No bearings are included. Usage: Use #10-24x3/4 thread forming screws to attach sprockets or hubs to this wheel. Three (3) screws are s...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/8-in-rubber-treaded-wheel/am_0420/5bd3e2fd61a10d27d243323a/large_thumb.jpg?c=1540612861,AndyMark/am-0420.jpg,12.0,0.0,0.0,null
203,am-3650,775 Vent Plate Spacer,This product is designed to be placed between an AndyMark RedLine Motor (am-3775) or high power 775 motor and the mount plate of a gearbox. It allows air to enter from the side and pass through the...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/775-vent-plate-spacer/5bd8a45061a10d5935a5363d/large_thumb.jpg?c=1540924496,AndyMark/am-3650.jpg,5.0,0.0,0.0,null
204,am-0209,3/8 in. id 1.125 od ball bearing (1614ZZ),This ball bearing is a great way to make things spin fast!,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-8-in-id-1-125-od-ball-bearing-1614zz/am_0209/5bd3e2ea61a10d27d2433203/large_thumb.jpg?c=1540612842,AndyMark/am-0209.jpg,3.0,0.0,0.0,null
205,am-2955,Slick Red Bumper Material :  161in x 19.5in (+/- ...,Slick :  red nylon bumper material. Each piece is 161 x 19.5 inches :  enough to cover the entire perimeter of your FRC robot. The material is 200 denier nylon oxford cloth. This material is slick in c...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/slick-red-bumper-material-161in-x-19-5in-0-25in/5bd3500361a10d293f964503/large_thumb.jpg?c=1540575235,AndyMark/am-2955.jpg,14.0,0.0,0.0,null
206,am-3744,D Shaft to 0.50 in. Hex Adapter,6 mm D Shafts and NeveRest Motors can be seamlessly integrated with our large line of 0.5 in. hex products such as wheels :  hubs :  sprockets and gears through the use of this simple adapter. Retain t...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/d-shaft-to-0-50-in-hex-adapter/5bd8b35b61a10d5948a5356d/large_thumb.jpg?c=1540928347,AndyMark/am-3744.jpg,8.0,0.0,0.0,null
207,am-3312,Intake System Kit,This intake system is a build your own intake system that can integrate with the AM14U3 (assembly required). We send extra spacers and these parts are packaged so you can cut :  change and adjust to ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/intake-system-kit/5bd3788761a10d2967964428/large_thumb.jpg?c=1540585607,AndyMark/am-3312.jpg,159.0,0.0,0.0,null
208,am-2555,Battery Charger :  1 Bank :  6 Amp :  Dual Pro RS1 wi...,"Dual Pro Recreation Series (RS1) 6Ah Battery Charger This charger is a great tool for competition robotics teams and hobbyists. Dual Pro chargers charge batteries to 100% specific gravity every c...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/battery-charger-1-bank-6-amp-dual-pro-rs1-with-sb-50a-connector/am_2555/5bd497db61a10d27d2433445/large_thumb.jpg?c=1540659163,AndyMark/am-2555.jpg,115.0,0.0,0.0,null
209,am-0980,Polycarbonate sheet :  0.118 in. thick :  24 in.x24...,This is a single sheet of 1/8 in. thick polycarbonate (PC) plastic :  cut to a 24x24 in. square. This single sheet of PC will be shipped with the protective covering on both sides of the plastic shee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/polycarbonate-sheet-0-118-in-thick-24-in-x24-in-clear/am_0980/5bd3e32f61a10d27d24332d3/large_thumb.jpg?c=1540612911,AndyMark/am-0980.jpg,24.0,0.0,0.0,null
210,am-3669,5 mm Hex Single Boss Nub w/ Set Screw,Nubs are hubs intended to connect motion components to spinning shafts :  like sprockets gears :  pulleys and wheels. This Nub features a round boss with a 5 mm hex bore in the middle. This bore allows...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/5-mm-hex-single-boss-nub-w-set-screw/5bd8a71961a10d5935a536c6/large_thumb.jpg?c=1540925209,AndyMark/am-3669.jpg,10.0,0.0,0.0,null
211,am-3034,FRC roboRIO Robot Control Kit with Two Motors,NOTE: Customers who are not affiliated with FIRST teams are required to purchase the NI roboRIO product through National Instruments :  not AndyMark.This is an electronics package designed for FRC (F...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/frc-roborio-robot-control-kit-with-two-motors/5bd356b561a10d293f964661/large_thumb.jpg?c=1540576949,AndyMark/am-3034.jpg,1165.0,0.0,0.0,null
212,am-0208a,Encoder Mount Pad Spacer V2,This updated version of the Encoder Mount Pad now adds compatibility with the popular CUI Inc. AMT-103 Encoder :  previously available in FIRST Choice. This Encoder Mount Pad also retains compatibil...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/encoder-mount-pad-v2/am_0208a/5bd3e2e961a10d27d2433202/large_thumb.jpg?c=1540612841,AndyMark/am-0208a.jpg,3.5,0.0,0.0,null
213,am-3162,22AWG Bonded PWM wire :  Black/Red/White :  10ft,This is 22 AWG (gauge) bonded wire with Black/Red and White Jacketing. It lets you create your own length PWM cable.,1,https://andymark-weblinc.netdna-ssl.com/product_images/22awg-bonded-pwm-cable-black-red-white-10ft/5bd3646a61a10d29549644d7/large_thumb.jpg?c=1540580458,AndyMark/am-3162.jpg,6.0,0.0,0.0,null
214,am-2947,Gaffers Tape - Blue,Description: Gaffers Tape is a strong :  tough :  cotton cloth pressure-sensitive tape with strong adhesive properties. It's much like duct tape but leave no residue. Learn more about it.,1,https://andymark-weblinc.netdna-ssl.com/product_images/gaffers-tape-blue/5bd34ec361a10d293f9644ce/large_thumb.jpg?c=1540574915,AndyMark/am-2947.jpg,23.0,0.0,0.0,null
215,am-3009,Swerve & Steer Module,As of Summer 2016 :  ready for the 2017 FRC build season the Swerve and Steer module has had a number of improvements. The absolute encoder :  am-3308 now has mounting locations to give a 1:1 gear rati...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/swerve-steer-module/5bd353ce61a10d293f9645d1/large_thumb.jpg?c=1540576206,AndyMark/am-3009.jpg,325.0,0.0,0.0,null
216,am-3263,12 Tooth Pulley for 5 mm HTD Belts,This 12 tooth pulley has a 5/16" bore and can be used with 5mm HTD belts.,1,https://andymark-weblinc.netdna-ssl.com/product_images/12-tooth-pulley-for-5-mm-htd-belts/5beb3fcb61a10d4cd51a090b/large_thumb.jpg?c=1542143947,AndyMark/am-3263.jpg,13.0,0.0,0.0,null
217,am-3723,0.5 in. Hex Adapter Shaft for Bosch Motor,This is an adapter to convert the female spline output of the Bosch Seat Motor (am-3493) to a 2 inch long 0.5 inch hex shaft. The square end interfaces with the female spline of the motor and is re...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/0-5-in-hex-adapter-shaft-for-bosch-motor/5bd8b86961a10d5948a5366d/large_thumb.jpg?c=1540929641,AndyMark/am-3723.jpg,10.0,0.0,0.0,null
218,am-2226,Perforated Polycarbonate Sheet :  1/8 in. thick :  ...,Clear polycarbonate perforated sheet. Don't need a large sheet try this one instead. Mounting holes for ease of use. The many holes in this sheet can be used to mount electronics :  and for the she...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/perforated-polycarbonate-sheet-1-8-in-thick-26-825-in-x16-825-in/5bd31e5061a10d2918964467/large_thumb.jpg?c=1540562512,AndyMark/am-2226.jpg,37.0,0.0,0.0,null
